Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
8517,05/22/13,6339,F,S,Y,0,$110K - $130K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Frozen Desserts,4,$19.26
8518,05/22/13,10273,F,S,N,3,$70K - $90K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,3,$3.40
8519,05/22/13,2587,F,M,N,1,$70K - $90K,Spokane,WA,USA,Food,Canned Foods,Canned Soup,4,$3.42
8520,05/22/13,7412,F,M,Y,3,$30K - $50K,Vancouver,BC,Canada,Food,Deli,Meat,4,$15.91
8521,05/22/13,1004,F,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Produce,Specialty,5,$12.90
8522,05/22/13,1004,F,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,3,$11.04
8523,05/22/13,6968,M,M,N,2,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,4,$6.20
8524,05/22/13,6107,F,M,Y,5,$50K - $70K,Bremerton,WA,USA,Food,Produce,Fruit,4,$9.52
8525,05/22/13,9525,M,S,N,4,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Snacks,Candy,6,$16.46
8526,05/22/13,2330,M,M,N,4,$70K - $90K,Vancouver,BC,Canada,Food,Canned Products,Fruit,4,$4.20
8527,05/22/13,5757,M,S,Y,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Drink,Dairy,Dairy,5,$19.40
8528,05/22/13,9327,M,M,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,6,$7.98
8529,05/22/13,8490,M,S,Y,3,$70K - $90K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,3,$5.62
8530,05/23/13,9525,M,S,N,4,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,6,$11.03
8531,05/23/13,6174,F,S,N,0,$10K - $30K,Los Angeles,CA,USA,Food,Frozen Foods,Frozen Entrees,4,$22.15
8532,05/23/13,462,F,S,N,2,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,3,$8.54
8533,05/23/13,6048,M,S,N,5,$70K - $90K,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,4,$3.88
8534,05/23/13,5114,F,M,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,$10.92
8535,05/23/13,9450,F,S,Y,2,$90K - $110K,Merida,Yucatan,Mexico,Food,Canned Foods,Canned Soup,4,$6.30
8536,05/23/13,48,M,M,N,0,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Dairy,Dairy,4,$9.25
8537,05/23/13,9595,M,M,Y,4,$30K - $50K,Mexico City,DF,Mexico,Food,Frozen Foods,Pizza,4,$2.74
8538,05/23/13,10137,F,S,Y,2,$90K - $110K,Vancouver,BC,Canada,Food,Dairy,Dairy,6,$25.47
8539,05/23/13,2705,F,M,Y,1,$130K - $150K,San Diego,CA,USA,Food,Canned Foods,Canned Soup,4,$8.01
8540,05/23/13,400,F,M,Y,1,$50K - $70K,Yakima,WA,USA,Food,Produce,Fruit,5,$9.07
8541,05/23/13,4153,M,M,Y,4,$50K - $70K,Seattle,WA,USA,Food,Canned Foods,Vegetables,5,$34.11
8542,05/23/13,4374,F,S,Y,3,$130K - $150K,Camacho,Zacatecas,Mexico,Food,Produce,Specialty,3,$13.42
8543,05/23/13,1169,M,M,Y,1,$50K - $70K,San Andres,DF,Mexico,Food,Produce,Specialty,4,$5.54
8544,05/23/13,42,F,M,Y,3,$70K - $90K,San Andres,DF,Mexico,Food,Deli,Meat,4,$7.33
8545,05/23/13,7152,M,M,Y,1,$130K - $150K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,$3.19
8546,05/23/13,8191,M,M,Y,5,$130K - $150K,Mexico City,DF,Mexico,Food,Frozen Foods,Frozen Desserts,6,$22.40
8547,05/23/13,4583,F,M,N,5,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,$18.48
8548,05/23/13,7185,M,S,N,2,$10K - $30K,Portland,OR,USA,Food,Dairy,Dairy,5,$21.66
8549,05/23/13,4579,F,M,Y,2,$50K - $70K,Hidalgo,Zacatecas,Mexico,Drink,Dairy,Dairy,5,$8.82
8550,05/23/13,1852,F,S,N,0,$30K - $50K,San Francisco,CA,USA,Food,Snack Foods,Snack Foods,3,$1.53
8551,05/23/13,5542,M,S,N,2,$30K - $50K,Spokane,WA,USA,Food,Dairy,Dairy,4,$12.31
8552,05/23/13,3937,F,S,N,2,$110K - $130K,Salem,OR,USA,Food,Canned Foods,Canned Oysters,5,$6.43
8553,05/23/13,3901,M,M,Y,3,$70K - $90K,San Andres,DF,Mexico,Food,Eggs,Eggs,5,$11.52
8554,05/23/13,9319,F,M,N,4,$130K - $150K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,6,$12.00
8555,05/23/13,6825,M,M,Y,3,$50K - $70K,Victoria,BC,Canada,Food,Snack Foods,Snack Foods,4,$6.88
8556,05/23/13,8,M,M,Y,2,$50K - $70K,San Andres,DF,Mexico,Food,Produce,Fruit,4,$28.37
8557,05/23/13,6559,M,S,N,3,$70K - $90K,Bremerton,WA,USA,Food,Snacks,Candy,5,$15.98
8558,05/23/13,4399,F,S,Y,2,$50K - $70K,Vancouver,BC,Canada,Food,Produce,Vegetables,3,$13.68
8559,05/23/13,5666,M,S,N,4,$10K - $30K,Victoria,BC,Canada,Food,Canned Foods,Vegetables,4,$3.89
8560,05/23/13,399,M,M,N,3,$50K - $70K,Beverly Hills,CA,USA,Food,Baking Goods,Jams and Jellies,4,$11.19
8561,05/23/13,5466,M,S,Y,4,$30K - $50K,Merida,Yucatan,Mexico,Food,Dairy,Dairy,6,$20.35
8562,05/24/13,1117,M,S,Y,5,$30K - $50K,San Andres,DF,Mexico,Drink,Alcoholic Beverages,Beer and Wine,6,$7.68
8563,05/24/13,3424,M,M,Y,0,$30K - $50K,Mexico City,DF,Mexico,Food,Snack Foods,Snack Foods,4,$3.47
8564,05/24/13,4070,M,M,Y,2,$10K - $30K,Yakima,WA,USA,Food,Produce,Fruit,3,$10.73
8565,05/24/13,5258,M,M,N,0,$10K - $30K,Mexico City,DF,Mexico,Food,Produce,Vegetables,4,$20.72
8566,05/24/13,8115,M,M,Y,5,$50K - $70K,San Andres,DF,Mexico,Food,Starchy Foods,Starchy Foods,7,$8.75
8567,05/24/13,8857,M,M,Y,1,$30K - $50K,Vancouver,BC,Canada,Food,Breakfast Foods,Breakfast Foods,4,$16.92
8568,05/24/13,7970,F,S,Y,2,$30K - $50K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,4,$21.34
8569,05/24/13,9999,M,S,N,1,$150K +,Seattle,WA,USA,Food,Seafood,Seafood,4,$17.28
8570,05/24/13,1811,M,S,N,4,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Frozen Desserts,5,$22.54
8571,05/24/13,6071,F,M,Y,0,$50K - $70K,Vancouver,BC,Canada,Food,Baking Goods,Jams and Jellies,5,$19.01
8572,05/24/13,48,M,M,N,0,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Produce,Fruit,5,$11.04
8573,05/24/13,8875,M,S,N,2,$50K - $70K,Vancouver,BC,Canada,Non-Consumable,Household,Cleaning Supplies,4,$23.62
8574,05/24/13,7486,M,M,Y,1,$10K - $30K,Bremerton,WA,USA,Food,Snacks,Candy,3,$15.51
8575,05/24/13,893,F,M,N,3,$70K - $90K,Salem,OR,USA,Food,Deli,Meat,4,$8.54
8576,05/24/13,636,M,S,N,1,$90K - $110K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,$6.96
8577,05/24/13,3893,M,M,Y,5,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,3,$16.28
8578,05/24/13,4622,M,S,N,1,$10K - $30K,Walla Walla,WA,USA,Food,Baking Goods,Jams and Jellies,1,$5.83
8579,05/24/13,5099,F,M,Y,1,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Breakfast Foods,Breakfast Foods,2,$3.04
8580,05/24/13,52,F,S,N,3,$70K - $90K,Mexico City,DF,Mexico,Non-Consumable,Household,Electrical,4,$11.55
8581,05/24/13,644,F,M,Y,4,$90K - $110K,Salem,OR,USA,Food,Baking Goods,Baking Goods,4,$5.81
8582,05/24/13,3211,F,S,Y,3,$30K - $50K,Bellingham,WA,USA,Food,Deli,Meat,2,$14.36
8583,05/24/13,1174,M,S,Y,5,$110K - $130K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Vegetables,4,$13.43
8584,05/24/13,7496,M,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,$23.85
8585,05/24/13,7822,F,S,N,2,$30K - $50K,Bremerton,WA,USA,Food,Frozen Foods,Breakfast Foods,3,$10.33
8586,05/24/13,8239,M,S,Y,0,$50K - $70K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,5,$15.75
8587,05/24/13,6690,F,M,Y,2,$30K - $50K,Tacoma,WA,USA,Food,Produce,Specialty,5,$6.07
8588,05/24/13,6646,F,S,Y,2,$10K - $30K,Seattle,WA,USA,Food,Dairy,Dairy,3,$7.94
8589,05/25/13,3961,M,S,N,3,$30K - $50K,Mexico City,DF,Mexico,Drink,Beverages,Hot Beverages,4,$26.31
8590,05/25/13,6224,F,M,N,1,$10K - $30K,Vancouver,BC,Canada,Food,Baking Goods,Jams and Jellies,3,$9.58
8591,05/25/13,7263,M,S,Y,3,$10K - $30K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,$11.08
8592,05/25/13,5869,M,S,Y,1,$130K - $150K,Salem,OR,USA,Food,Produce,Fruit,4,$7.10
8593,05/25/13,5537,F,S,N,0,$30K - $50K,Bremerton,WA,USA,Food,Deli,Side Dishes,4,$10.25
8594,05/25/13,3634,M,S,Y,5,$70K - $90K,Seattle,WA,USA,Food,Dairy,Dairy,4,$13.94
8595,05/25/13,6807,F,M,N,4,$70K - $90K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,$7.62
8596,05/25/13,8907,F,M,Y,5,$130K - $150K,Bremerton,WA,USA,Non-Consumable,Household,Bathroom Products,3,$3.82
8597,05/25/13,9546,M,S,Y,3,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,$2.65
8598,05/25/13,6912,F,M,Y,5,$10K - $30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,$9.36
8599,05/25/13,9790,F,M,Y,4,$110K - $130K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,6,$11.09
8600,05/25/13,6098,F,S,Y,1,$30K - $50K,Bremerton,WA,USA,Food,Canned Products,Fruit,5,$15.12
8601,05/25/13,6560,F,S,Y,5,$70K - $90K,Tacoma,WA,USA,Food,Produce,Vegetables,5,$14.90
8602,05/25/13,9026,M,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Snacks,Candy,2,$8.10
8603,05/25/13,272,F,S,N,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,6,$21.38
8604,05/25/13,3023,M,M,Y,2,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Breakfast Foods,6,$4.71
8605,05/25/13,8326,F,M,Y,1,$10K - $30K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,3,$2.81
8606,05/25/13,5757,M,S,Y,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Bathroom Products,5,$5.51
8607,05/25/13,1936,M,S,Y,4,$10K - $30K,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,4,$10.08
8608,05/25/13,3625,F,S,N,0,$30K - $50K,Vancouver,BC,Canada,Drink,Dairy,Dairy,3,$15.18
8609,05/25/13,6560,F,S,Y,5,$70K - $90K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,$18.45
8610,05/25/13,4750,F,S,Y,5,$130K - $150K,Portland,OR,USA,Food,Meat,Meat,3,$5.23
8611,05/25/13,4846,M,S,Y,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,5,$14.49
8612,05/25/13,3703,M,S,N,2,$50K - $70K,Bellingham,WA,USA,Food,Dairy,Dairy,1,$6.77
8613,05/25/13,4676,F,M,Y,0,$30K - $50K,Spokane,WA,USA,Drink,Dairy,Dairy,3,$14.49
8614,05/25/13,8625,F,S,Y,4,$30K - $50K,Guadalajara,Jalisco,Mexico,Food,Frozen Foods,Breakfast Foods,2,$2.47
8615,05/25/13,5686,M,M,Y,3,$70K - $90K,Bremerton,WA,USA,Drink,Beverages,Carbonated Beverages,2,$11.23
8616,05/25/13,767,F,S,N,2,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,4,$12.96
8617,05/25/13,2099,M,M,Y,0,$30K - $50K,Merida,Yucatan,Mexico,Food,Produce,Packaged Vegetables,5,$16.70
8618,05/26/13,9422,F,M,Y,4,$30K - $50K,Beverly Hills,CA,USA,Drink,Beverages,Carbonated Beverages,5,$10.87
8619,05/26/13,2568,M,M,Y,2,$50K - $70K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,2,$7.98
8620,05/26/13,5226,M,M,Y,0,$130K - $150K,Beverly Hills,CA,USA,Food,Frozen Foods,Vegetables,4,$8.88
8621,05/26/13,1948,M,M,Y,1,$130K - $150K,Acapulco,Guerrero,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,$4.76
8622,05/26/13,5406,F,S,Y,4,$30K - $50K,Acapulco,Guerrero,Mexico,Non-Consumable,Periodicals,Magazines,5,$10.86
8623,05/26/13,1101,M,M,N,3,$30K - $50K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,3,$24.83
8624,05/26/13,48,M,M,N,0,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Frozen Entrees,3,$6.97
8625,05/26/13,1770,M,S,N,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,7,$10.90
8626,05/26/13,6870,M,M,N,5,$30K - $50K,Seattle,WA,USA,Food,Baked Goods,Bread,4,$15.37
8627,05/26/13,3567,M,M,Y,1,$70K - $90K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,5,$5.71
8628,05/26/13,1059,M,S,N,4,$50K - $70K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,3,$11.00
8629,05/26/13,789,F,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,4,$14.94
8630,05/26/13,8670,M,M,Y,1,$30K - $50K,Merida,Yucatan,Mexico,Food,Frozen Foods,Breakfast Foods,3,$13.28
8631,05/26/13,3210,M,S,N,2,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,6,$8.30
8632,05/26/13,9440,F,S,Y,2,$50K - $70K,San Diego,CA,USA,Food,Eggs,Eggs,6,$35.33
8633,05/26/13,1361,F,S,Y,0,$50K - $70K,San Diego,CA,USA,Food,Produce,Vegetables,5,$9.23
8634,05/26/13,1538,M,S,Y,2,$110K - $130K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,$3.83
8635,05/26/13,1983,M,M,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,4,$9.47
8636,05/26/13,4015,M,S,N,3,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,$10.18
8637,05/26/13,5436,M,S,Y,2,$10K - $30K,Los Angeles,CA,USA,Food,Dairy,Dairy,4,$16.26
8638,05/26/13,6082,F,M,Y,4,$10K - $30K,Salem,OR,USA,Food,Breakfast Foods,Breakfast Foods,4,$22.21
8639,05/26/13,6962,F,S,N,2,$50K - $70K,San Andres,DF,Mexico,Food,Frozen Foods,Frozen Entrees,4,$11.33
8640,05/26/13,3311,F,M,Y,2,$70K - $90K,Portland,OR,USA,Drink,Dairy,Dairy,4,$17.78
8641,05/26/13,372,M,M,Y,1,$10K - $30K,Bellingham,WA,USA,Food,Deli,Meat,2,$16.54
8642,05/26/13,3890,M,M,N,5,$10K - $30K,Seattle,WA,USA,Food,Starchy Foods,Starchy Foods,5,$5.52
8643,05/26/13,896,F,M,Y,5,$50K - $70K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,6,$16.10
8644,05/26/13,8427,M,M,Y,3,$10K - $30K,Spokane,WA,USA,Food,Produce,Vegetables,4,$12.98
8645,05/27/13,3879,F,S,Y,5,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Breakfast Foods,2,$2.66
8646,05/27/13,9919,F,S,Y,2,$10K - $30K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,3,$4.82
8647,05/27/13,60,M,S,Y,3,$30K - $50K,Vancouver,BC,Canada,Food,Deli,Meat,5,$29.85
8648,05/27/13,1511,M,M,N,3,$10K - $30K,Portland,OR,USA,Food,Produce,Vegetables,3,$22.54
8649,05/27/13,3004,F,S,Y,1,$130K - $150K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,$39.10
8650,05/27/13,3366,M,S,Y,1,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,5,$23.97
8651,05/27/13,8647,F,S,N,1,$50K - $70K,Bremerton,WA,USA,Non-Consumable,Household,Paper Products,4,$4.12
8652,05/27/13,4377,F,M,N,0,$30K - $50K,San Andres,DF,Mexico,Food,Frozen Foods,Breakfast Foods,5,$4.28
8653,05/27/13,2143,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,3,$13.68
8654,05/27/13,3857,F,M,N,2,$10K - $30K,Merida,Yucatan,Mexico,Food,Produce,Specialty,4,$16.32
8655,05/27/13,2385,F,S,Y,1,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,$6.22
8656,05/27/13,4832,F,M,Y,2,$30K - $50K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,$17.63
8657,05/27/13,9776,F,S,Y,2,$130K - $150K,Seattle,WA,USA,Drink,Beverages,Drinks,4,$12.83
8658,05/27/13,1133,F,S,N,3,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,$10.82
8659,05/27/13,3661,M,M,Y,1,$110K - $130K,Merida,Yucatan,Mexico,Food,Produce,Fruit,4,$8.32
8660,05/27/13,446,F,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Produce,Vegetables,5,$19.08
8661,05/27/13,4495,F,S,Y,5,$30K - $50K,Merida,Yucatan,Mexico,Food,Frozen Foods,Pizza,3,$7.13
8662,05/27/13,7315,F,S,Y,1,$50K - $70K,Merida,Yucatan,Mexico,Non-Consumable,Household,Bathroom Products,4,$16.12
8663,05/27/13,272,F,S,N,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,$11.86
8664,05/27/13,7152,M,M,Y,1,$130K - $150K,Hidalgo,Zacatecas,Mexico,Food,Starchy Foods,Starchy Foods,3,$15.96
8665,05/27/13,7338,F,M,Y,3,$50K - $70K,Portland,OR,USA,Food,Frozen Foods,Frozen Desserts,5,$22.92
8666,05/27/13,9237,F,S,N,4,$50K - $70K,Portland,OR,USA,Food,Baked Goods,Bread,2,$15.70
8667,05/27/13,4731,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,$19.75
8668,05/27/13,8773,F,M,Y,3,$50K - $70K,Mexico City,DF,Mexico,Food,Snack Foods,Snack Foods,2,$9.02
8669,05/27/13,8585,F,M,Y,0,$10K - $30K,Victoria,BC,Canada,Food,Baked Goods,Bread,3,$8.10
8670,05/27/13,211,M,M,Y,3,$10K - $30K,San Andres,DF,Mexico,Food,Produce,Vegetables,5,$23.67
8671,05/27/13,4953,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,$14.87
8672,05/27/13,8915,M,S,N,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,5,$11.30
8673,05/27/13,1599,F,S,N,4,$10K - $30K,Beverly Hills,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,$2.37
8674,05/27/13,8188,F,M,Y,3,$30K - $50K,Portland,OR,USA,Food,Snack Foods,Snack Foods,4,$10.80
8675,05/28/13,5503,M,M,N,3,$50K - $70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,$16.39
8676,05/28/13,1053,F,S,N,1,$30K - $50K,Salem,OR,USA,Drink,Dairy,Dairy,4,$6.16
8677,05/28/13,7967,F,S,Y,4,$30K - $50K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,6,$5.37
8678,05/28/13,7909,F,M,Y,4,$70K - $90K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,5,$10.80
8679,05/28/13,1277,F,M,Y,0,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Vegetables,3,$23.32
8680,05/28/13,2988,M,M,Y,1,$30K - $50K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,3,$10.17
8681,05/28/13,6187,M,S,Y,3,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Eggs,Eggs,2,$3.76
8682,05/28/13,6957,F,S,N,2,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Paper Products,3,$15.13
8683,05/28/13,9069,M,S,Y,0,$90K - $110K,Los Angeles,CA,USA,Food,Frozen Foods,Breakfast Foods,4,$4.31
8684,05/28/13,8285,F,S,N,2,$30K - $50K,Mexico City,DF,Mexico,Non-Consumable,Household,Electrical,4,$27.12
8685,05/28/13,1626,M,M,Y,0,$130K - $150K,Salem,OR,USA,Food,Produce,Fruit,3,$9.14
8686,05/28/13,8077,F,S,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Produce,Fruit,3,$7.57
8687,05/28/13,8577,F,M,Y,4,$90K - $110K,Yakima,WA,USA,Food,Canned Foods,Canned Soup,4,$12.60
8688,05/28/13,272,F,S,N,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,$7.78
8689,05/28/13,3858,F,S,N,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Breakfast Foods,Breakfast Foods,4,$3.10
8690,05/28/13,3542,M,M,Y,0,$50K - $70K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,3,$16.22
8691,05/28/13,8462,F,S,N,3,$70K - $90K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,$15.88
8692,05/28/13,9383,F,S,Y,4,$110K - $130K,Portland,OR,USA,Food,Snack Foods,Snack Foods,5,$13.01
8693,05/28/13,1636,F,S,Y,2,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Frozen Entrees,2,$12.69
8694,05/28/13,5672,M,M,Y,1,$110K - $130K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Canned Oysters,4,$23.33
8695,05/28/13,9349,F,S,N,4,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Starchy Foods,Starchy Foods,5,$29.48
8696,05/28/13,4460,M,S,Y,0,$50K - $70K,Bremerton,WA,USA,Food,Eggs,Eggs,5,$19.60
8697,05/28/13,8510,F,M,Y,3,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,$7.39
8698,05/28/13,5716,F,M,N,1,$10K - $30K,Mexico City,DF,Mexico,Food,Produce,Vegetables,5,$23.30
8699,05/28/13,7857,F,S,Y,3,$30K - $50K,Seattle,WA,USA,Food,Starchy Foods,Starchy Foods,7,$43.32
8700,05/28/13,3968,F,S,N,1,$30K - $50K,San Diego,CA,USA,Food,Canned Foods,Vegetables,4,$7.92
8701,05/28/13,2221,M,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,5,$8.66
8702,05/28/13,9619,M,M,Y,3,$30K - $50K,Portland,OR,USA,Food,Produce,Vegetables,4,$23.05
8703,05/28/13,9370,F,S,Y,2,$90K - $110K,San Diego,CA,USA,Food,Frozen Foods,Pizza,5,$5.76
8704,05/28/13,1796,F,S,N,2,$30K - $50K,Bellingham,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,$2.37
8705,05/29/13,2808,M,M,Y,1,$30K - $50K,Salem,OR,USA,Food,Eggs,Eggs,3,$8.91
8706,05/29/13,3656,M,S,N,3,$50K - $70K,Portland,OR,USA,Food,Produce,Vegetables,3,$9.24
8707,05/29/13,5290,M,S,N,1,$30K - $50K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,3,$25.61
8708,05/29/13,9919,F,S,Y,2,$10K - $30K,Vancouver,BC,Canada,Non-Consumable,Household,Paper Products,4,$9.97
8709,05/29/13,1003,M,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,3,$14.09
8710,05/29/13,1050,F,S,Y,1,$90K - $110K,Merida,Yucatan,Mexico,Non-Consumable,Household,Plastic Products,5,$5.04
8711,05/29/13,5642,M,S,N,4,$30K - $50K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,6,$3.84
8712,05/29/13,5810,M,S,Y,2,$30K - $50K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,$31.95
8713,05/29/13,4259,M,S,N,1,$10K - $30K,Seattle,WA,USA,Food,Produce,Vegetables,5,$13.44
8714,05/29/13,7717,F,M,Y,2,$30K - $50K,Portland,OR,USA,Food,Produce,Vegetables,3,$4.79
8715,05/29/13,8245,M,S,Y,0,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Canned Products,Fruit,4,$13.57
8716,05/29/13,568,M,S,N,1,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Specialty,4,$6.73
8717,05/29/13,3234,F,M,Y,2,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Canned Foods,Canned Soup,4,$15.90
8718,05/29/13,9822,M,M,N,4,$50K - $70K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Hygiene,5,$12.80
8719,05/29/13,4397,M,S,N,2,$30K - $50K,Spokane,WA,USA,Food,Snacks,Candy,3,$28.81
8720,05/29/13,9984,M,S,Y,1,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Canned Soup,4,$1.46
8721,05/29/13,2118,F,S,N,4,$10K - $30K,Merida,Yucatan,Mexico,Non-Consumable,Household,Kitchen Products,4,$9.47
8722,05/29/13,4319,M,S,Y,3,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Produce,Specialty,3,$7.74
8723,05/29/13,7131,M,S,Y,2,$110K - $130K,Portland,OR,USA,Food,Snack Foods,Snack Foods,4,$28.22
8724,05/29/13,6582,F,M,Y,2,$10K - $30K,Vancouver,BC,Canada,Food,Produce,Fruit,4,$7.28
8725,05/29/13,1494,F,M,Y,4,$10K - $30K,Guadalajara,Jalisco,Mexico,Food,Dairy,Dairy,4,$1.64
8726,05/29/13,2176,F,M,Y,5,$10K - $30K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,$31.83
8727,05/29/13,3228,M,S,N,0,$50K - $70K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,5,$29.17
8728,05/29/13,2628,M,S,Y,3,$130K - $150K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Desserts,3,$15.79
